RECNO	D	NEW	E	SOC	SOC2000	INDEXOCC	IND	ADD	SEE
10819				507	5323	Hanger, paper			
10820				959	9259	Hanger, poster			
10821				814	8113	Hanger	(leathercloth mfr)		
10822				889	8122	Hanger-on	(coal mine)		
10823	I			932	9141	Hanger-on			
10824				814	8113	Hanker	(textile mfr)		
10825				862	9134	Hanker	(textile packing)		
10826				833	8117	Hardener, blade			
10827				833	8117	Hardener, case			
10828				833	8117	Hardener, die and mill			
10829				833	8117	Hardener, drill			
10830				814	8113	Hardener, felt			
10831				833	8117	Hardener, file			
10832				833	8117	Hardener, ring			
10833				833	8117	Hardener, saw			
10834				833	8117	Hardener, section			
10835				833	8117	Hardener, tool			
10836				814	8113	Hardener, wool		(hats)	
10837				814	8113	Hardener		(hats)	
10838				833	8117	Hardener		(metal)	
10839				385	3415	Harpist			
10840				903	9119	Harpooner			
10841				902	9119	Harvester, crop			
10842		*		902	9119	Harvester	(fruit, vegetable growing)		
10843				903	9119	Hatcher, fish			
10844				930	9141	Hatchman			
10845				930	9141	Hatchwayman			
10846				559	5419	Hatter	(hat mfr)		
10847				179	1234	Hatter	(retail trade)		
10848				872	8211	Hauler, coal	(retail trade)		
10849				872	8211	Hauler, timber			
10850				889	9139	Haulerman			
10851				810	8114	Haulier, butt			
10852				872	8211	Haulier, general			
10853				839	8117	Haulier, shop	(tube mfr)		
10854				872	8211	Haulier, timber			
10855				889	8122	Haulier	(coal mine)		
10856	M			872	8211	Haulier			
10857				732	7124	Hawker			
10858				}}}	}}}}	Head, departmental			- see Manager
10859			S	430	4150	Head, section		(clerical)	
10860				200	2111	Head, section	(chemical mfr)		
10861		*		123	1134	Head		(public relations)	
10862		*		231	2312	Head	(further education)		
10863		*		230	2311	Head	(higher education, university)		
10864		*		234	2315	Head	(nursery school)		
10865		*		234	2315	Head	(primary school)		
10866		*		199	1137	Head	(research and development)		
10867		*		233	2314	Head	(secondary school)		
10868		*		233	2314	Head	(sixth form college)		
10869		*		235	2316	Head	(special school)		
10870		*		190	2317	Head of administration	(education)		
10871		*		121	1132	Head of business development			
10872		*		126	1136	Head of computer services			
10873		*		179	1142	Head of customer quality			
10874		*		139	1142	Head of customer services			
10875				231	2312	Head of department	(further education)		
10876				230	2311	Head of department	(higher education, university)		
10877				233	2314	Head of department	(secondary school)		
10878				233	2314	Head of department	(sixth form college)		
10879		*		231	2312	Head of faculties	(further education)		
10880		*		126	1136	Head of IT			
10881		*		131	1151	Head of lending			
10882		*		123	1134	Head of public affairs			
10883		*		123	1134	Head of public relations			
10884		*		230	2311	Head of school	(higher education, university)		
10885		*		199	1174	Head of security			
10886		*		253	2423	Head of statistics			
10887	O	*		}}}	}}}}	Head of			- see also Manager
10888				899	8129	Header, bolt			
10889				899	8129	Header, cold		(rivets)	
10890				582	5433	Header, fish			
10891				899	8129	Header	(bolt, nail, nut, rivet, screw mfr)		
10892				597	8122	Header	(coal mine)		
10893				899	8129	Header-up	(bolt, nail, nut, rivet, screw mfr)		
10894				572	8121	Header-up	(cask mfr)		
10895				597	8122	Headman, gear	(coal mine)		
10896			S	902	5119	Headman	(racing stables)		
10897	M			}}}	}}}}	Headman			- see also Foreman
10898				552	8113	Healder			
10899		*		292	2444	Healer			
10900				801	8111	Hearthman	(brewery)		
10901				830	8117	Heater, ingot			
10902				830	8117	Heater, iron	(foundry)		
10903				830	8117	Heater, mill	(rolling mill)		
10904				820	8114	Heater, oven, coke			
10905				830	8117	Heater, pit, soaking			
10906				820	8114	Heater, retort	(chemical mfr)		
10907				899	8129	Heater, rivet			
10908				824	8115	Heater, rubber	(tyre mfr)		
10909				830	8117	Heater, smith's			
10910				830	8117	Heater, tube, steel			
10911				820	8114	Heater	(coal gas, coke ovens)		
10912				833	8117	Heater	(metal trades: annealing)		
10913				833	8117	Heater	(metal trades: cycle mfr)		
10914				833	8117	Heater	(metal trades: file mfr)		
10915	I			830	8117	Heater	(metal trades)		
10916				820	8114	Heaterman	(patent fuel mfr)		
10917		*		902	9119	Heathman			
10918		*		902	9119	Heathsman			
10919				829	8119	Heatman	(linoleum mfr)		
10920				930	9141	Heaver, coal			
10921				500	5312	Hedger, stone			
10922	O			902	9119	Hedger			
10923				902	9119	Hedger and ditcher			
10924				555	5413	Heeler		(footwear)	
10925				201	2112	Helminthologist			
10926				880	8217	Helmsman			
10927				800	8111	Help, baker's			
10928				622	9225	Help, bar			
10929				953	9223	Help, canteen			
10930				958	9233	Help, daily			
10931				958	9233	Help, domestic			
10932				913	9139	Help, electrician's			
10933				900	9111	Help, farm			
10934				800	8111	Help, general	(bakery)		
10935				958	9233	Help, home			
10936				952	9223	Help, kitchen			
10937				953	9223	Help, meals, school			
10938				659	6122	Help, mother's			
10939				911	9131	Help, moulder's			
10940				720	7111	Help, part-time	(retail trade)		
10941				913	9139	Help, plater's			
10942				891	9133	Help, printer's			
10943				953	9223	Help, room, dining			
10944				652	6124	Help, school			
10945				659	9244	Help, teacher's		(school meals)	
10946	A	*		652	6124	Help, teacher's			
10947				641	6111	Help, ward			
10948				958	9233	Help	(domestic service)		
10949				652	6124	Helper, ancillary	(schools)		
10950				800	8111	Helper, bakehouse			
10951				622	9225	Helper, bar			
10952				913	9139	Helper, bender's, frame			
10953				839	8117	Helper, blacksmith's			
10954				921	9121	Helper, bricklayer's			
10955				953	9223	Helper, canteen			
10956				920	9121	Helper, carpenter's			
10957				839	8117	Helper, caster's			
10958				652	6124	Helper, classroom			
10959				699	9229	Helper, club, youth			
10960				597	8122	Helper, collier			
10961				597	8122	Helper, collier's			
10962		*		650	6121	Helper, créche			
10963				899	8129	Helper, cutter's			
10964				958	9233	Helper, domestic			
10965				913	9139	Helper, electrician's			
10966				913	9139	Helper, erector's, steel			
10967				814	8113	Helper, examiner's	(net, rope mfr)		
10968				839	8117	Helper, first	(rolling mill)		
10969				839	8117	Helper, first	(tinplate mfr)		
10970				913	9139	Helper, fitter's			
10971				839	8117	Helper, forge			
10972				899	8129	Helper, frame			
10973				830	8117	Helper, furnaceman's			
10974				659	6123	Helper, infant			
10975				830	8117	Helper, keeper's			
10976				932	9141	Helper, ladle			
10977				913	9139	Helper, maker's, boiler			
10978				921	9121	Helper, mason's			
10979				953	9223	Helper, meals, school			
10980				898	8123	Helper, miner's	(mine: not coal)		
10981				652	6124	Helper, needs, special	(education)		
10982				650	6121	Helper, nursery			
10983				898	8123	Helper, operator's, wireline			
10984				720	7111	Helper, part-time	(retail trade)		
10985				644	6115	Helper, people's, old			
10986				343	6111	Helper, physiotherapy			
10987				839	8117	Helper, pickler's	(metal trades)		
10988				839	8117	Helper, pit			
10989				839	8117	Helper, pitman's			
10990				913	9139	Helper, plater's			
10991				659	6123	Helper, playgroup			
10992				659	6123	Helper, playschool			
10993				830	8117	Helper, potman's		(nickel)	
10994				839	8117	Helper, press			
10995		*		652	6124	Helper, primary			
10996				891	9133	Helper, printer's			
10997		*		640	6111	Helper, radiographer's			
10998				899	8129	Helper, repairer's	(coal mine)		
10999				839	8117	Helper, roller's			
11000				953	9223	Helper, room, dining			
11001				652	6124	Helper, school			
11002				913	9139	Helper, shearer's	(metal trades)		
11003				913	9139	Helper, smith's, boiler			
11004	O			839	8117	Helper, smith's			
11005				902	6139	Helper, stable			
11006				839	8117	Helper, stamper's			
11007				839	8117	Helper, straightener's	(rolling mill)		
11008	I			913	9139	Helper, straightener's			
11009				347	6111	Helper, therapy, occupational			
11010				641	6111	Helper, ward			
11011				814	8113	Helper, weaver's			
11012				820	8114	Helper, worker's, process			
11013				952	9223	Helper	(catering)		
11014				830	8117	Helper	(metal trades: blast furnace)		
11015				839	8117	Helper	(metal trades: copper refining)		
11016				839	8117	Helper	(metal trades: forging)		
11017				839	8117	Helper	(metal trades: rolling mill)		
11018				839	8117	Helper	(metal trades: tube mfr)		
11019	I			913	9139	Helper	(metal trades)		
11020				821	8121	Helper	(paper mfr)		
11021				820	8114	Helper	(salt mfr)		
11022				814	8113	Helper	(textile mfr: textile weaving)		
11023	I			919	9139	Helper	(textile mfr)		
11024				889	9139	Helper-up			
11025				859	8139	Helver		(tools)	
11026				553	8137	Hemmer			
11027				553	8137	Hemstitcher			
11028				346	3229	Herbalist			
11029				900	9111	Herdsman			
11030				201	2112	Herpetologist			
11031				597	8122	Hewer	(coal mine)		
11032				579	5492	Hinger, last			
11033				880	8217	Hirer, boat			
11034		*		719	7129	Hirer, car			
11035				173	1221	Hirer, site, caravan			
11036	O	*		719	7129	Hirer			
11037				201	2112	Histologist			
11038				201	2112	Histopathologist			
11039				291	2322	Historian			
11040				889	8122	Hitcher	(coal mine)		
11041				886	8221	Hoister, crane			
11042				886	8221	Hoistman			
11043				430	4150	Holder, copy			
11044				839	8117	Holder, double	(rolling mill)		
11045				904	9112	Holder, small	(forestry)		
11046	I			160	5111	Holder, small			
11047				597	8122	Holder, stall	(coal mine)		
11048				699	9226	Holder, stall	(entertainment)		
11049	I			732	7124	Holder, stall			
11050				179	1234	Holder, stock, steel			
11051				441	9149	Holder, store			
11052				912	9139	Holder at drill	(rolling mill)		
11053				913	9139	Holder-on		(riveter's)	
11054				913	9139	Holder-up, boilermaker's			
11055				913	9139	Holder-up, riveter's			
11056				913	9139	Holder-up	(shipbuilding)		
11057				930	9141	Holdsman			
11058				899	8129	Holer, button	(button mfr)		
11059	I			553	8137	Holer, button			
11060				555	5413	Holer, eyelet			
11061				840	8125	Holer, flyer			
11062				898	8123	Holer	(mine: not coal)		
11063				829	8114	Hollanderman			
11064				220	2211	Homeopath		(medically qualified)	
11065	Q			346	3229	Homeopath			
11066				220	2211	Homoeopath		(medically qualified)	
11067	Q			346	3229	Homoeopath			
11068				809	8111	Homogeniser			
11069				840	8125	Honer			
11070				889	9139	Hooker	(mine: not coal)		
11071				839	8117	Hooker	(rolling mill)		
11072				552	8113	Hooker	(textile mfr)		
11073				919	9139	Hookman			
11074				530	5211	Hooper, wheel			
11075				889	9139	Hopperman, dredge			
11076				800	8111	Hopperman	(bakery)		
11077				829	8119	Hopperman	(cement mfr)		
11078				889	9139	Hopperman	(dredging contractors)		
11079				889	9139	Hopperman	(iron and steelworks)		
11080				517	5224	Horologist			
11081				889	8219	Horseman		(timber haulage)	
11082				889	8219	Horseman	(canals)		
11083				919	9139	Horseman	(tannery)		
11084	M			902	6139	Horseman			
11085				160	5112	Horticulturist	(market gardening)		
11086	I			201	2112	Horticulturist			
11087				898	8123	Hoseman			
11088				551	5411	Hosier, elastic			
11089				551	5411	Hosier, surgical			
11090	O			179	1234	Hosier			
11091				179	1234	Hosier and haberdasher			
11092				630	6214	Hostess, air			
11093				630	6214	Hostess, ground			
11094				641	6111	Hostess, ward			
11095				630	6214	Hostess		(travel)	
11096		*		621	9224	Hostess	(fast food outlet)		
11097		*		953	9223	Hostess	(hospital service)		
11098		*		953	9224	Hostess	(public houses, restaurants)		
11099				902	6139	Hostler			
11100				173	1221	Hotelier			
11101				}}}	}}}}	Housekeeper			- see Keeper, house
11102				958	9233	Housemaid			
11103				893	8124	Houseman, boiler			
11104				820	8114	Houseman, cylinder			
11105				893	8124	Houseman, power			
11106				899	8129	Houseman, press	(coal mine)		
11107				821	8121	Houseman, sand			
11108				958	9233	Houseman, school			
11109				829	8119	Houseman, slip			
11110				809	8111	Houseman, steep	(starch mfr)		
11111				801	8111	Houseman, tun	(brewery)		
11112				673	9234	Houseman, wash			
11113				958	9233	Houseman	(communal establishment)		
11114				958	9233	Houseman	(domestic service)		
11115				619	9249	Houseman	(museum)		
11116				370	6114	Housemaster	(social services)		
11117		*		370	6114	Houseparent			
11118				919	9139	Hugger-off			
11119				990	9139	Humper, coal			
11120				931	9149	Humper	(meat market)		
11121				931	9149	Humper	(slaughterhouse)		
11122				902	6139	Hunter			
11123				902	6139	Huntsman			
11124		*		140	1161	Husband, ship's			
11125				160	5111	Hwsmyn			
11126				821	8121	Hydrapulper			
11127				829	8119	Hydrator, lime			
11128				999	9139	Hydraulicman	(docks)		
11129				844	8125	Hydro-blaster			
11130				814	8113	Hydro-extractor			
11131				201	2112	Hydrobiologist			
11132		*		211	2122	Hydrodynamicist			
11133		*		202	2113	Hydrogeologist			
11134				313	2434	Hydrographer			
11135				202	2113	Hydrologist			
11136		*		347	3229	Hydrotherapist			
11137				346	3218	Hygienist, dental			
11138				396	3567	Hygienist, occupational			
11139	O	*		958	9233	Hygienist			
11140				347	3229	Hypnotherapist			
11141				384	3413	Hypnotist	(entertainment)		
11142				887	8222	Hyster			
11143				809	8111	Icer			
11144				201	2112	Ichthyologist			
11145				381	3421	Illuminator			
11146				834	8118	Illuminiser			
11147				384	3413	Illusionist			
11148				381	3411	Illustrator, book			
11149				381	3411	Illustrator, chief			
11150			S	381	3411	Illustrator, leading			
11151			S	381	3411	Illustrator, senior			
11152				381	3421	Illustrator, technical			
11153				381	3411	Illustrator	(advertising)		
11154				381	3411	Illustrator	(government)		
11155	M	*		381	3411	Illustrator			
11156				292	2444	Imam			
11157				201	2112	Immunologist			
11158				702	3536	Importer			
11159		*		702	3536	Importer-exporter			
11160				829	8114	Impregnator, armature			
11161				829	8114	Impregnator	(asbestos composition goods mfr)		
11162				599	8139	Impregnator	(cable mfr)		
11163				384	3413	Impresario			
11164				569	5421	Impressioner		(engraver's)	
11165				384	3413	Impressionist			
11166				557	8136	Improver, cutter			
11167				594	5113	Improver, green			
11168				557	8136	Improver, millinery			
11169				812	8113	Improver	(wool spinning)		
11170				902	9119	Incubationist	(agriculture)		
11171				292	2444	Incumbent			
11172				562	5423	Indexer	(bookbinding)		
11173	I			420	4131	Indexer			
11174		*		600	3311	Infantryman			
11175				861	8133	Inflator, bed, air			
11176				861	8133	Inflator, cushion, air			
11177				597	8122	Infuser, water	(coal mine)		
11178				552	8113	Ingiver			
11179				825	8116	Injector, mould	(plastics goods mfr)		
11180				839	8117	Injector, wax			
11181				869	8139	Inker, edge			
11182				814	8113	Inker, ribbon, typewriter			
11183				869	8139	Inker	(footwear mfr)		
11184				175	1224	Innkeeper			
11185				490	4136	Inputter, copy			
11186				490	4136	Inputter, database			
11187				490	4136	Inputter, text			
11188				490	4136	Inputter		(data)	
11189				902	9119	Inseminator, artificial			
11190				850	8131	Inserter, coil			
11191				532	5314	Inserter, ferrule	(water works)		
11192				859	8139	Inserter	(clothing mfr)		
11193		*		850	8131	Inserter	(electrical, electronic equipment mfr)		
11194				850	8131	Inserter	(lamp, valve mfr)		
11195		*		430	9219	Inserter	(newspapers, magazines)		
11196				410	4122	Inspector, accounts			
11197			S	959	9259	Inspector, advertisement			
11198			S	959	9259	Inspector, advertising			
11199				860	8133	Inspector, aeronautical			
11200				860	8133	Inspector, AID	(Board of Trade)		
11201				860	8133	Inspector, aircraft			
11202				395	3566	Inspector, alkali			
11203				860	8133	Inspector, apparatus, photographic			
11204				516	8133	Inspector, area		(automatic machines)	
11205				860	8133	Inspector, armaments			
11206				860	8133	Inspector, assembly			
11207				132	4111	Inspector, assistant	(government)		
11208			S	940	9211	Inspector, assistant	(PO)		
11209		*		869	8133	Inspector, assurance, quality			
11210			S	922	8143	Inspector, ballast			
11211				399	3566	Inspector, bank			
11212				861	8133	Inspector, bank-note			
11213				860	8133	Inspector, bar	(rolling mill)		
11214				860	8133	Inspector, battery			
11215			S	615	9241	Inspector, beach			
11216				889	8122	Inspector, belt	(coal mine)		
11217				860	8133	Inspector, bench			
11218			S	959	9259	Inspector, bill	(advertising)		
11219				860	8133	Inspector, billet	(steelworks)		
11220				860	8133	Inspector, boiler			
11221				521	5241	Inspector, box	(electricity supplier)		
11222			S	896	8149	Inspector, bridge			
11223				311	3123	Inspector, building			
